ID,morph,T0,P,a0,a1,a10,a2,a3,a4,a5,a6,a7,a8,a9,w,label
TIC 0231809798,0.408,1411.142801,0.9056737,-2.853953754063672,3.9159655522976693,2.7846786625740867,-2.0856002982477513,-1.080977654859184,11.051778150686715,-4.171879507296165,-13.021805847404824,6.979701244174229,9.911974440194468,-10.43682017566666,0.44931642856714077,SemiDetached
TIC 0238917338,0.633,1440.867976,4.0758373,396.189592892621,-1116.694151190608,-1306.1850824443777,-1095.8265270376648,2182.6698763408813,831.5695445669072,-1757.6304632266986,1569.1802079156362,299.59613119389456,-4475.121367852552,4473.24398262509,0.1800662260871106,SemiDetached
TIC 0358335586,0.564,1411.547703,1.2212853,-1.5377742119874092,4.873398274646851,-0.22060654953798403,-5.43837610958582,8.363478557634346,-12.686640000841335,15.178893061479295,-13.653106647159385,9.097185777226994,-4.347632270242439,1.367911318616283,0.9354122348129046,SemiDetached
TIC 0355601117,0.489,1328.627614,4.1519578,8.093313490356246,-21.38373114905506,-1.1159969555740719,29.232741883490398,-15.36006475035807,-20.31244776222314,53.24416875576017,-61.23099435561572,45.21564848061114,-22.488013786756614,7.098329403240124,0.9061696232786894,SemiDetached
TIC 0268766053,0.205,1386.230519,6.6196826,-2.8091921992060116,0.036923105554071425,15.627827383470661,16.35004098022831,-18.949986861986694,-13.026328183210264,42.918287193546895,-22.448407608705978,-32.64470746874383,70.90699616524618,-54.96102015658581,0.11617988238542222,Detached
TIC 0381948745,0.535,1598.88154,1.5957514,-51.33029563990421,6.236789126779982,22.509128459867078,159.81033509498502,-57.36499177501089,-287.42572762781236,253.8395654207755,291.96195351721224,-651.3586709692441,480.46137987056983,-166.35394921711836,0.3775298466655513,SemiDetached
TIC 0182469311,0.2,1488.064128,6.0298614,7.188465885942997,5.492926286422769,-5.217430619957571,-50.39069491171391,48.44465377427148,49.271642580114346,-116.30578863859719,45.69586627239759,57.22384845314636,-72.04608233541802,31.642632875050882,0.4438221168852567,Detached
TIC 0121213501,0.83,1683.477122,0.4738341,622.8788371208942,-2.3009858909450367,-1767.5544282009218,-1475.1162384521108,-231.858476093574,928.449923264996,229.31515980832503,2152.8184642806036,-850.7893725967382,-5664.901529172947,6060.021224290313,0.19858064763011962,Ellipsoidal
TIC 0304101379,0.81,1355.979241,3.2143602,-0.38580742531212114,2.68624763784538,-0.02322700369977435,-2.4395468670366003,2.0594313627406984,-1.597054561996128,1.1178176595274731,-0.7026174833540706,0.38178160832891256,-0.17599582224092516,0.06701513972561575,1.1924271781217732,Ellipsoidal
TIC 0159444225,0.697,1683.595788,0.2839962,-30.969353016512258,84.13118510100416,-15.42024766734239,98.19983059475177,-456.9518290005427,300.9723314790698,513.1279627884635,-1141.5875433804883,1014.309549511375,-498.82393587796673,134.01255718739367,0.5247932901188977,SemiDetached
TIC 0365301387,0.766,1410.950449,0.2753563,-2353.1283450733426,3522.0734858852143,540.6849791210401,2186.3274720460076,-7130.852964633765,1077.6935610470296,7978.280299755545,-5539.813548679693,-3296.9145894627236,6012.576114130866,-2995.90434681959,0.4284007989177737,OverContact
TIC 0349907707,0.647,1354.59944,5.1331502,-28.344703783562213,54.488112083122644,-0.07115323707945971,-43.46727723368619,29.48313225888307,-16.65802301273042,7.537797155004484,-2.5765072343543833,0.5756446720070302,-0.08274875426392012,0.0556686291344917,1.189294851993143,SemiDetached
TIC 0219244444,0.344,1386.142332,0.3037035,-226.69566354542462,204.07988269041087,122.80105771675711,492.3996264651536,-564.6040167458962,-724.8074373762456,1346.3909203423325,223.18631495517906,-1939.7878658084674,1819.5000202267606,-751.4736734305218,0.43006958988503236,Detached
TIC 0053292822,0.538,1520.757692,3.2898896,-343.2646964231463,260.8010466692152,158.32324218158038,768.5263773162245,-872.9805350721012,-829.7696830422166,1768.8349078008573,40.64998390465309,-2198.990910802355,2183.564623244567,-934.660979247559,0.4476371318188841,SemiDetached
