in_catalog,tic__tess_id,date_added,date_modified,sectors,tic__ra,tic__dec,tic__Tmag,tic__glat,tic__glon,tic__pmra,tic__pmdec,bjd0,bjd0_uncert,period,period_uncert,morph_coeff,tic__teff,tic__logg,tic__abun,source,flags
True, 0349484636, 2020-07-28 16:41:48, , 4;6;7;8;9;10;11;12;13, 111.278573, -60.001740, 10.95, 271.338515, -19.253671, 30.6327, -12.3284, 1598.143648, 0.000473, 0.3719685, 0.0000002, 0.756, 5613, 4.31, -0.37, LCF, ,
True, 0349518145, 2020-07-27 20:25:50, , 1;2;3;4;5;6;7;8;9;10;11;12;13, 111.255889, -61.316578, 12.60, 272.637004, -19.733908, 0.0839841, 18.5993, 1327.574927, 0.001281, 8.2798747, 0.0000187, 0.150, 6121, 4.14, , LCF, ,
True, 0349519544, 2020-07-28 18:39:58, , 2;5;6, 111.218342, -63.011787, 10.21, 274.321711, -20.341419, -6.92493, 7.53293, 1379.729244, 0.002544, 18.7537886, 0.0006979, 0.620, 5916, , -0.21, LCF, ,
True, 0349521875, 2020-07-28 16:43:02, , 4;5;7;8;9;10;11;12;13, 111.366016, -65.551959, 11.85, 276.901889, -21.137885, 0.922445, 18.2735, 1619.399714, 0.004123, 37.4100847, 0.0014526, 0.113, 6357, 4.25, 0.19, LCF, ,
True, 0349642881, 2020-07-27 20:25:49, , 1;2;3;4;5;6;7;8;9;10;11;12;13, 111.787999, -60.796595, 15.23, 272.219971, -19.307069, -10.7765, 15.2462, 1598.700713, 0.009695, 1.4735083, 0.0000154, 0.346, , , , LCF, A,
True, 0349643889, 2020-07-28 16:43:12, , 9;12;13, 112.186014, -60.135468, 10.47, 271.645775, -18.881440, 0.247048, -2.60787, 1648.490654, 0.630299, 26.6794629, 0.0011412, 0.032, 6427, 3.95, -0.61, LCF, A,
True, 0349762699, 2020-07-28 16:41:45, , 9;10, 112.706347, -65.631723, 12.08, 277.183751, -20.644146, -14.9931, 12.1288, 1560.881353, 0.003267, 31.3956354, 0.0029185, 0.106, 6400, 4.32, -0.52, LCF, ,
True, 0349763482, 2020-07-28 16:42:59, , 11;12;13, 112.919423, -65.216176, 10.88, 276.801702, -20.414970, -10.8, -13.7, 1603.748898, 0.003667, 15.6295651, 0.0018209, 0.125, 5434, , -0.13, LCF, ,
True, 0349790953, 2020-07-28 16:41:06, , 1;3;4;5;6;7;8;9;10;11;13, 113.454795, -61.292482, 10.34, 273.025106, -18.743477, -2.41707, 6.77818, 1571.180338, , 1.5520821, 0.0000274, 0.423, 4997, , -0.53, LCF, A,
True, 0349797905, 2020-07-28 16:43:43, , 13, 274.379316, -48.598511, 9.66, 345.503258, -14.787511, 6.08708, -5.3817, 1659.731293, 0.000298, 3.5450130, 0.0001035, 0.405, 9952, 4.06, , LCF, ,
True, 0349832824, 2020-07-27 20:26:01, , 1;2;3;4;5;7;8;9;10;11;12;13, 113.647634, -64.944689, 10.27, 276.649661, -20.030925, 2.9, 16.4, 1325.932248, 0.000090, 1.0407309, 0.0000002, 0.519, 6180, , -0.67, LCF, ,
True, 0349835367, 2020-07-28 17:15:42, , 2;5;6, 113.745389, -63.734365, 10.09, 275.471387, -19.543617, 0.663422, 9.42579, 1355.771347, 0.000020, 3.3408227, 0.0000021, 0.544, 7492, 3.51, -0.42, LCF, ,
True, 0349907707, 2020-07-28 17:15:48, , 2;5;6;27;28;30;31;32;33;34;35;36;37, 114.105217, -61.873852, 8.29, 273.717466, -18.682118, -6.00069, 9.74922, 1354.599440, 0.039218, 5.1331502, 0.0002244, 0.647, 9071, , , LCF, ,
True, 0349911034, 2020-07-27 20:25:49, , 9;10;11;12;13, 113.970974, -65.682721, 11.83, 277.433614, -20.175660, -24.4185, 6.97702, 1544.251113, 0.000412, 0.5384816, 0.0000042, 0.553, 5800, 4.20, 0.00, LCF, A,
True, 0349970685, 2020-07-28 16:50:01, , 8;9, 114.484600, -60.292515, 12.91, 272.263630, -17.889178, -29.826, -0.0633755, 1517.932847, 0.000511, 1.2567058, 0.0000156, 0.371, , , , LCF, ,
True, 0350025490, 2020-07-28 16:43:01, , 9;10;11;12;13;27;28;29;30;31;32;33;34;35;36;37;38;39, 114.478878, -64.946381, 11.88, 276.790523, -19.704788, -14.4102, 39.3795, 1598.548284, 0.147998, 0.6268532, 0.0000034, 0.502, 5978, 4.21, -0.00, LCF, A,
True, 0350030939, 2020-07-28 16:40:59, , 4;6;7;8;9;10;11;13, 114.765555, -60.619031, 9.57, 272.636320, -17.893654, -7.3775, 2.75301, 1411.930294, 0.000022, 1.2209606, 0.0000008, 0.585, 7303, , -0.54, LCF, ,
True, 0350131674, 2020-07-28 19:34:05, , 16;24, 329.135829, 69.659394, 9.33, 108.725596, 11.769855, -9.39219, -9.58649, 1740.185184, 0.002987, 2.6454301, 0.0000283, 0.630, 7498, , , LCF, ,
True, 0350132371, 2020-07-28 16:46:31, , 16;17;18;24, 329.090884, 68.998189, 9.26, 108.289194, 11.265284, 39.4556, -35.7542, 1764.927282, 0.000236, 1.0318392, 0.0000029, 0.367, 5995, 4.13, , LCF, A,
True, 0350141132, 2020-07-28 16:49:38, , 9, 115.605956, -61.640906, 11.05, 273.790877, -17.938006, 8.97836, 34.9554, 1548.234262, 0.013031, 4.6089439, 0.0058029, 0.359, 5410, 4.04, , LCF, ,
True, 0350190639, 2020-07-28 17:18:48, , 1, 355.047218, -62.407375, 11.79, 316.486881, -52.805463, None, None, 1330.115100, 0.000336, 1.8672567, 0.0000866, 0.349, , , , LCF, A,
True, 0350297040, 2020-07-28 17:16:24, , 6;7, 83.718005, -55.932167, 11.16, 263.930917, -32.765394, 11.5289, 14.4054, 1469.801653, 0.000114, 10.8739196, 0.0000468, 0.101, 6294, 4.45, , LCF, ,
True, 0350298314, 2020-07-28 16:42:10, , 1;2;3;4;6;7;8;9;10;11;12;13, 83.744470, -59.337955, 10.43, 267.980778, -32.742174, 13.1077, 19.5865, 1358.040315, 0.000133, 47.7191149, 0.0000352, 0.002, 5468, 4.60, -0.21, LCF, ,
True, 0350443417, 2020-07-28 16:41:38, , 1;3;4;5;6;7;8;9;10;11;13;27;28;29;30;31;32;33;34;35;36;37, 85.304633, -57.441166, 8.98, 265.736578, -31.923367, 11.1173, 15.8371, 1325.491514, 0.000007, 1.2167214, 0.0000000, 0.514, 7636, 4.32, , LCF, ,
True, 0350445771, 2020-07-28 16:42:31, , 1;2;3;4;5;6;7;8;9;10;11;12;13, 85.467484, -56.740538, 11.09, 264.914765, -31.815628, -7.58588, 19.147, 1601.123194, 0.000007, 3.1904288, 0.0005207, 0.232, 6475, 3.96, -0.17, LCF, ,
True, 0350478924, 2020-07-28 2:32:53, , 4;5;6;7;8;9;10;11;13, 85.794101, -58.759283, 9.93, 267.293120, -31.689817, -12.0295, -15.3265, 1571.291745, 0.000222, 0.4370846, 0.0000001, 0.741, 6748, 4.11, -0.67, LCF, ,
True, 0350479101, 2020-07-28 16:41:35, , 1;3;4;5;6;7;8;9;10;11;13, 85.794467, -59.144744, 9.28, 267.746096, -31.694801, 2.05649, 2.66434, 1581.038665, 0.000121, 11.9168906, 0.0000087, 0.127, 6663, 4.05, -0.92, LCF, ,
True, 0350480660, 2020-07-28 16:41:12, , 3;4;5;6;7;8;9;10;13;27;28;30;31;32;33;34;35;36;37;38;39, 85.964451, -57.163501, 11.31, 265.422311, -31.559069, 2.95624, 21.5545, 1386.352604, 0.000242, 4.4638235, 0.0000009, 0.302, 6101, 4.33, 0.07, LCF, A,
True, 0350518984, 2020-07-28 2:32:53, , 1;2;3;4;5;6;7;8;9;10;11;12;13, 86.185050, -56.715069, 8.65, 264.902354, -31.421279, -3.2, 2.8, 1610.870613, 0.000131, 23.9165758, 0.0001184, 0.021, 7029, , , LCF, ,
True, 0350618622, 2020-07-28 18:41:44, , 1;2;3;4;5;6;7;8;10;11;12;13;27;28;29;30;31;32;33;34;35;36;37;38;39, 87.401725, -54.910709, 8.58, 262.849534, -30.628584, 7.73109, 66.4479, 1376.047618, 0.002247, 52.9784542, 0.0001498, 0.015, 6462, 4.31, 0.18, LCF, A,
True, 0350622185, 2020-07-28 16:41:30, , 1;2;3;4;5;6;7;8;10;11;12;13, 87.540838, -56.806318, 8.94, 265.054074, -30.683921, 14.8, 25.4, 1326.139488, 0.000015, 1.1685719, 0.0000008, 0.585, 6958, , , LCF, ,
True, 0350716073, 2020-07-28 19:06:01, , 9, 88.323369, -56.486005, 11.05, 264.717640, -30.232701, 2.18836, 22.6272, 1544.484901, 0.000084, 0.3931603, 0.0000010, 0.867, 6245, 4.07, -0.79, LCF, ,
True, 0350738423, 2020-07-28 16:44:22, , 14;15, 291.241912, 50.933426, 10.05, 82.543258, 15.799139, 2.72524, -10.8994, 1685.262347, 0.000521, 2.6160305, 0.0000839, 0.649, 6734, 3.48, , LCF, ,
True, 0350743714, 2020-07-28 16:42:24, , 3;4;5;6;7;8;9;10;11;12;13, 88.885933, -57.290593, 9.79, 265.671963, -29.987229, 2.81244, -39.6188, 1605.508259, 0.000396, 7.7575749, 0.0000457, 0.170, 6038, , -0.41, LCF, ,
True, 0350954272, 2020-07-28 17:15:35, , 3;4;5, 90.852219, -55.472595, 10.77, 263.719256, -28.725071, -2.4606, 11.6093, 1386.263425, 0.000468, 3.3239802, 0.0000996, 0.631, 5332, , , LCF, ,
True, 0350987976, 2020-07-28 16:43:58, , 14;26, 283.777503, 40.841995, 9.77, 70.770613, 16.703245, -2.2, -3.9, 1684.826484, 0.000022, 1.2975694, 0.0000174, 0.577, , , , LCF, ,
True, 0351287412, 2020-07-28 16:44:26, , 14, 296.669685, 52.995967, 11.38, 85.954246, 13.667115, -33.0571, 9.86431, 1690.272060, 0.000131, 10.1335397, 0.0001705, 0.083, 4443, 4.46, , LCF, ,
True, 0351297515, 2020-07-28 16:45:40, , 15, 300.420262, 49.392813, 11.90, 83.892236, 9.869435, -1.90417, -5.9208, 1712.343616, 0.000261, 3.1462184, 0.0000632, 0.424, 7013, 3.86, -0.17, LCF, ,
True, 0351336681, 2020-07-28 16:43:41, , 13;27, 301.193103, -61.248409, 10.53, 335.630114, -32.304892, 12.5447, -4.29225, 1659.380530, 0.000336, 5.4182627, 0.0000074, 0.241, 6147, 3.72, , LCF, ,
True, 0352012002, 2020-07-28 16:44:22, , 14;26, 285.616205, 44.215674, 11.79, 74.566102, 16.696781, -5.85579, -14.1035, 1684.936797, 0.099328, 0.6671181, 0.0000010, 0.869, 6311, 4.17, -0.30, LCF, ,
True, 0352077081, 2020-07-28 16:46:52, , 17, 357.082681, 34.809492, 11.32, 108.514163, -26.289238, 9.94752, -0.686287, 1765.245532, 0.000108, 2.5210242, 0.0000080, 0.545, 7601, 3.90, , LCF, ,
True, 0352110251, 2020-07-28 16:47:22, , 18;24;25, 14.794735, 69.936167, 9.94, 123.600829, 7.074474, -17.1114, -3.12435, 1792.231599, 0.000204, 6.0616439, 0.0000104, 0.191, 8111, 4.28, , LCF, ,
True, 0352165018, 2020-07-28 16:44:01, , 14;15;16, 305.252878, 49.205232, 9.20, 85.432288, 7.104749, 4.43376, -7.92352, 1687.290178, 0.000093, 4.9045156, 0.0000094, 0.459, 6822, 3.72, , LCF, ,
True, 0352378412, 2020-07-28 16:47:07, , 17, 15.351540, 41.250226, 10.22, 124.946597, -21.582525, 30.4868, -8.03646, 1765.124280, 0.000217, 0.6760259, 0.0000028, 0.668, 5003, , , LCF, ,
True, 0352718668, 2020-07-28 16:44:16, , 14, 288.461370, 22.833762, 10.63, 55.775517, 5.559522, 1.9, -3.4, 1684.386735, 0.001028, 1.0560424, 0.0000753, 0.590, 8380, , , LCF, ,
True, 0352762746, 2020-07-28 16:45:42, , 15;16;17;24, 308.590721, 64.644585, 10.00, 99.474884, 14.276074, -5.37388, -1.435, 1740.491934, 0.001124, 3.1422228, 0.0000175, 0.635, 4798, , , LCF, ,
True, 0352915304, 2020-07-28 17:14:02, , 15;16;17;24, 313.795620, 62.775345, 10.95, 99.342844, 11.312491, 64.9003, 151.99, 1711.039050, 0.000223, 3.4938605, 0.0000196, 0.318, 4906, 4.63, , LCF, ,
True, 0352940699, 2020-07-28 16:48:07, , 19, 61.263047, 37.591802, 9.12, 160.057654, -10.953209, -10.2, -10.6, 1816.210090, 0.031267, 0.3650807, 0.0000035, 0.876, 5672, , 0.15, LCF, ,
True, 0352951628, 2020-07-28 16:46:11, , 16, 313.923491, 62.743176, 9.55, 99.354832, 11.246745, 16.5273, 7.1454, 1738.738870, 0.000167, 0.7070840, 0.0000154, 0.633, 7135, 4.14, , LCF, ,
True, 0352954787, 2020-07-28 16:45:30, , 15;17;18;24, 314.039246, 65.175363, 9.91, 101.324176, 12.732481, 23.072, 23.8265, 1764.854167, 0.000136, 0.7385986, 0.0000049, 0.733, 6120, , , LCF, A,
True, 0352964170, 2020-07-28 16:45:43, , 15;16, 321.464899, 39.581552, 11.38, 85.482730, -7.900124, -3.67873, -10.3127, 1712.117382, 0.000581, 2.4004738, 0.0000467, 0.481, 6719, 4.01, , LCF, ,
True, 0352979549, 2020-07-28 16:46:17, , 16;17;18;25;26, 310.826663, 72.375088, 10.84, 106.605554, 17.951103, -2.84408, -6.55784, 1765.385992, 0.000038, 1.1619751, 0.0000001, 0.538, 7910, 3.96, , LCF, ,
True, 0353077789, 2020-07-28 16:47:23, , 18;24;25, 22.362092, 68.385371, 10.82, 126.436245, 5.772628, -2.66502, -1.64841, 1792.269148, 0.000229, 1.8390292, 0.0000044, 0.546, 9372, 3.99, , LCF, ,
True, 0353129911, 2020-07-28 16:48:29, , 19, 61.893128, 38.074806, 6.27, 160.094296, -10.260657, 177.83, -222.48, 1817.446670, 0.000206, 2.9718172, 0.0000731, 0.298, 5310, , 0.12, LCF, ,
True, 0353565609, 2020-07-28 16:47:17, , 18;19;25, 36.108711, 71.385134, 11.63, 130.279400, 9.852334, 1.83278, -21.5101, 1791.195837, 0.002139, 0.3804039, 0.0000008, 0.771, 6111, 4.20, , LCF, ,
True, 0353650675, 2020-07-28 16:44:32, , 14, 288.948020, 18.211705, 10.14, 51.869745, 3.028913, 8.06884, -33.001, 1683.658463, 0.000254, 1.2461864, 0.0000141, 0.510, 5217, 4.08, , LCF, ,
True, 0353854078, 2020-07-28 16:44:25, , 14;15;16;17;18;19;20;21;22;23;24;25;26, 271.141173, 58.398418, 9.83, 87.058092, 28.887103, -3.59376, 16.5621, 1932.115005, 0.000037, 5.1696900, 0.0000013, 0.594, 6595, 3.41, , LCF, ,
True, 0353863850, 2020-07-28 16:46:09, , 16;17;24, 331.053596, 59.867161, 6.91, 103.342773, 3.516206, 7.2539, 2.89805, 1739.125186, 0.003032, 2.1291808, 0.0000410, 0.786, 10275, , , LCF, ,
True, 0353871287, 2020-07-28 16:44:21, , 14;15;16;17;18;19;20;21;22;23;24;25;26, 271.337223, 55.105397, 7.43, 83.344044, 28.404896, 7.37051, -33.5785, 1685.365489, 0.000562, 3.1756886, 0.0000052, 0.975, 6170, 3.26, , LCF, ,
True, 0353894978, 2020-07-28 16:44:59, , 14;15;16;17;18;19;20;21;22;23;24;25;26, 271.685973, 56.407056, 10.32, 84.840016, 28.375712, -8.21445, -4.91412, 1685.643850, 0.000029, 3.3418257, 0.0000009, 0.430, 6292, 3.95, , LCF, ,
True, 0353939279, 2020-07-28 16:44:50, , 14;15;16;17;18;19;20;21;22;23;24;25;26, 272.315131, 58.017399, 9.36, 86.702300, 28.231341, -12.5493, 10.1691, 1930.403852, 0.012885, 4.5272930, 0.0000832, 0.737, 4837, , , LCF, ,
True, 0353962058, 2020-07-28 16:48:32, , 19, 62.365174, 46.566830, 10.35, 154.531482, -3.796286, -6.15268, 3.2812, 1817.229614, 0.000355, 1.1516198, 0.0000196, 0.603, 7006, 4.00, -0.59, LCF, ,
True, 0354023414, 2020-07-28 16:48:25, , 19, 63.086131, 42.907725, 7.70, 157.415773, -6.119030, 43.0191, -37.1909, 1817.543386, 0.000123, 1.3532158, 0.0000016, 0.551, 6596, 4.10, , LCF, ,
True, 0354119540, 2020-07-28 17:19:45, , 24;25, 327.619680, 73.896933, 12.47, 111.148868, 15.323816, 3.52488, 4.81432, 1956.064799, 0.000544, 1.7634653, 0.0000118, 0.441, 5357, 3.96, , LCF, ,
True, 0354246759, 2020-07-28 16:46:50, , 17;19;24;25, 346.367257, 76.737364, 10.66, 116.846357, 15.134455, -26.8582, -8.02056, 1817.688482, 0.007073, 7.1196088, 0.0001883, 0.224, 5944, 4.59, , LCF, ,
True, 0354385277, 2020-07-28 16:47:39, , 18, 347.559180, 73.316248, 11.52, 115.729538, 11.875809, 60.1912, -2.64592, 1791.989776, 0.000452, 2.9459841, 0.0000936, 0.526, 4972, 4.37, , LCF, ,
True, 0354437781, 2020-07-28 16:48:26, , 19, 89.135908, 38.151901, 11.39, 173.203848, 6.641052, -0.797829, -17.2193, 1817.769069, 0.002658, 1.3088850, 0.0000667, 0.543, 5755, 4.30, , LCF, ,
True, 0354518617, 2020-07-28 21:18:11, , 6;33, 82.558351, -42.697327, 8.27, 248.187853, -32.422246, 33.6977, -143.698, 1470.492813, 0.061069, 9.4357683, 0.0018537, 0.800, 4023, 4.60, , LCF, A,
True, 0354535363, 2020-07-28 16:48:22, , 19, 75.342888, 53.238062, 13.09, 155.248777, 6.846776, -6.07384, -16.4464, 1818.516960, 0.000684, 1.7996637, 0.0000827, 0.278, 4449, , , LCF, ,
True, 0354926863, 2020-07-28 16:47:25, , 18;19;25, 39.442351, 67.855520, 10.50, 132.717169, 7.027016, -6.26264, -1.64937, 1792.883208, 0.015943, 1.4366316, 0.0000016, 0.431, 7388, 4.07, , LCF, ,
True, 0355010562, 2020-07-28 16:48:18, , 19, 76.966729, 68.821651, 10.50, 142.750565, 16.545666, 0.467964, 1.80466, 1817.949683, 0.000472, 3.2542737, 0.0001559, 0.403, 8326, 4.06, , LCF, ,
True, 0355151781, 2020-07-27 20:25:55, , 9;10;11;35;36;37, 130.074941, -64.838011, 8.41, 280.011126, -13.866275, -9.85244, 11.7268, 1545.275044, 0.000414, 1.5807272, 0.0000005, 0.978, 8200, 3.40, , LCF, ,
True, 0355152640, 2020-07-27 20:26:00, , 9;10, 130.046448, -65.528904, 9.93, 280.585244, -14.275358, -1.27632, 5.2481, 1564.660827, 0.000130, 22.1189597, 0.0002088, 0.212, 5715, , , LCF, ,
True, 0355152971, 2020-07-28 16:41:10, , 9;10;11, 130.070612, -65.799342, 10.23, 280.819251, -14.423141, 14.2025, -1.36559, 1547.550746, 0.000551, 8.0760327, 0.0000499, 0.452, 5156, , , LCF, ,
True, 0355357949, 2020-07-28 17:16:20, , 6;7;8, 109.338955, -49.414704, 10.85, 260.590029, -16.317037, -4.52403, 7.0112, 1469.357599, 0.000304, 1.4604273, 0.0000105, 0.537, 6714, 4.17, , LCF, ,
True, 0355544723, 2020-07-28 18:39:36, , 1;27, 320.360559, -54.076286, 13.65, 342.773125, -43.403787, 0.414322, -2.34815, 1325.403199, 0.002563, 0.1545267, 0.0000005, 0.539, , , , LCF, A,
True, 0355601117, 2020-07-28 17:15:24, , 1;2, 357.668539, -57.505970, 11.21, 318.240646, -57.779686, 2.0754, -1.28422, 1328.627614, 0.000245, 4.1519578, 0.0000537, 0.489, 5831, 3.71, , LCF, ,
True, 0355601553, 2020-07-28 18:39:36, , 1;2, 357.689273, -59.540302, 9.37, 316.634941, -55.944282, -26.546, -36.1691, 1325.335270, 0.004182, 0.4299469, 0.0000014, 0.952, 6695, 4.07, , LCF, ,
True, 0355635441, 2020-07-28 18:39:37, , 1;2, 357.988783, -57.422526, 10.40, 318.017009, -57.929584, 18.3, 7.4, 1325.480767, 0.000384, 0.3925830, 0.0000004, 0.771, 6150, , , LCF, ,
True, 0355651035, 2020-07-28 18:39:37, , 1;2, 358.599022, -57.940915, 10.64, 317.054030, -57.595963, -5.74612, -11.8053, 1325.425427, 0.000266, 0.5842278, 0.0000083, 0.777, 6186, 3.84, , LCF, ,
True, 0355703913, 2020-07-28 18:39:37, , 1;2;28, 0.774460, -62.469338, 13.18, 312.354737, -53.765658, 2.89427, 4.91111, 1328.089735, 0.448559, 2.1061527, 0.0002252, 0.244, 5436, 4.47, 0.25, LCF, A,
True, 0355792204, 2020-07-28 17:19:39, , 24, 230.311258, 20.366819, 11.98, 29.957868, 55.190715, 21.3732, -52.8011, 1956.939845, 0.001684, 1.1729557, 0.0000348, 0.622, 5245, 3.93, , LCF, ,
True, 0355978205, 2020-07-28 16:44:37, , 14;20;26, 146.817983, 78.610382, 10.43, 132.886447, 34.680656, -6.55115, -8.83899, 1684.886716, 0.000287, 0.8910900, 0.0000014, 0.500, 6601, , , LCF, ,
True, 0356001283, 2021-02-23 2:57:42, , 24;25, 240.473205, 24.871538, 11.22, 41.037280, 47.400149, None, None, 1956.036259, 0.000217, 0.2687247, 0.0000002, 0.744, 4976, 4.23, -0.29, LCF, ,
True, 0356015357, 2020-07-28 16:44:40, , 14;16;17;18;19;20;21;22;23;24;25;26, 254.309401, 68.574160, 8.72, 99.737832, 35.439985, 6.55194, -5.06352, 1939.340668, 0.000039, 11.2594893, 0.0000063, 0.122, 7934, 3.97, , LCF, ,
True, 0356015361, 2020-07-28 16:46:52, , 17;18;20;21, 254.250210, 68.589856, 9.90, 99.763802, 35.456293, 5.3134, 29.946, 1770.443901, 0.001010, 11.2599309, 0.0002601, 0.180, 5570, 3.91, , LCF, ,
True, 0356064345, 2021-02-23 2:58:18, , 25;26, 257.876353, 23.236686, 11.69, 44.742534, 31.688183, None, None, 1986.463679, 0.000708, 4.1513337, 0.0000233, 0.585, 5875, 3.27, , LCF, ,
True, 0356150515, 2020-07-28 16:44:54, , 14;17;21;24;25;26, 266.480850, 52.634578, 11.55, 80.155478, 30.978422, -13.9652, 8.25611, 1683.778079, 0.000193, 0.6121521, 0.0000000, 0.771, 6404, 3.90, , LCF, ,
True, 0356192212, 2021-02-23 2:58:19, , 25;26, 259.175004, 21.384957, 10.35, 43.166536, 29.944472, None, None, 1983.863760, 0.000072, 0.7273306, 0.0000013, 0.803, 7090, 3.93, -0.35, LCF, ,
True, 0356198153, 2020-07-28 16:44:03, , 14;24;25;26, 266.883129, 50.942514, 11.80, 78.225752, 30.559152, -13.1884, 0.741614, 1683.398933, 0.000929, 0.4681811, 0.0000005, 0.860, 7319, 4.19, , LCF, ,
True, 0356199330, 2020-07-28 16:44:32, , 14;24;25;26, 266.914776, 53.822037, 10.16, 81.560436, 30.822797, -27.9886, -12.3782, 1683.541259, 0.004039, 0.3466258, 0.0000001, 0.965, 5682, 4.14, , LCF, ,
True, 0356240274, 2020-07-28 16:44:14, , 14;24;25;26, 267.711368, 50.047195, 11.75, 77.271896, 29.926575, -5.57301, -1.31035, 1685.253372, 0.000057, 2.3475876, 0.0000007, 0.547, 7394, 3.91, , LCF, ,
True, 0356340346, 2020-07-28 16:44:25, , 14;18;21;24;25;26, 268.364591, 52.385462, 8.15, 80.006186, 29.812307, 5.08265, 0.173412, 1703.874749, 0.000356, 23.8543071, 0.0000368, 0.103, 6898, 3.36, , LCF, ,
True, 0356473029, 2020-07-28 18:47:49, , 20, 117.031173, 50.217572, 10.42, 168.298896, 29.330020, -29.3166, -154.398, 1843.216972, 0.005206, 2.6153632, 0.0005383, 0.309, 5547, 4.46, 0.28, LCF, ,
True, 0356524567, 2020-07-28 16:41:37, , 9;10;11, 134.342449, -65.122597, 12.15, 281.363895, -12.600120, None, None, 1545.291799, 0.003124, 1.1539640, 0.0000817, 0.531, , , , LCF, ,
True, 0356630364, 2020-07-28 16:44:30, , 14;20;21, 160.619748, 68.603879, 8.01, 138.727668, 44.361212, 2.57891, 3.79303, 1686.499491, 0.000649, 0.5567699, 0.0000020, 0.512, 7568, 3.58, , LCF, ,
True, 0356641568, 2020-07-28 16:48:03, , 19, 78.180455, 55.484005, 10.28, 154.401734, 9.506162, 181.948, -236.675, 1818.117921, 0.000302, 11.4947793, 0.0001187, 0.106, 3863, 4.61, , LCF, ,
True, 0356701798, 2020-07-28 16:45:30, , 15;16;17;18;19;20;22;23;24;25;26, 254.845506, 70.576912, 10.62, 102.014819, 34.683353, 7.16915, -6.74887, 1711.887765, 0.000232, 1.0725533, 0.0000001, 0.673, 6520, 3.85, , LCF, ,
True, 0356820646, 2020-07-28 16:44:07, , 14;15;16;17;18;19;20;21;22;23;24;25, 269.524587, 73.123795, 11.22, 103.948121, 29.731561, -2.05342, -10.2029, 1683.388863, 0.000126, 0.7943807, 0.0000001, 0.636, 6711, 3.92, , LCF, ,
True, 0356896550, 2020-07-28 16:44:46, , 14;15;16;17;18;19;20;21;22;23;24;25;26, 273.119865, 54.781367, 9.88, 83.148373, 27.344980, -8.93267, 22.688, 1929.960868, 0.000083, 1.9013188, 0.0000085, 0.746, 5926, 3.33, , LCF, A,
True, 0356896561, 2020-07-28 16:44:04, , 14;15;16;17;18;19;20;21;22;23;24;25;26, 273.170605, 54.768584, 9.15, 83.139368, 27.314061, 15.1, -11.7, 1685.409425, 0.000011, 2.2533509, 0.0000001, 0.455, , , , LCF, ,
True, 0356974629, 2020-07-28 16:45:18, , 15;16, 314.326196, 44.725137, 13.18, 85.628628, -0.527052, 64.241, 2.08145, 1711.847251, 0.000298, 1.9385441, 0.0000184, 0.250, 3466, 4.80, , LCF, ,
True, 0356974639, 2020-07-28 16:45:19, , 15;16, 314.320832, 44.727241, 12.40, 85.627745, -0.522788, 65.6823, 2.03825, 1711.845919, 0.000307, 1.9386036, 0.0000289, 0.248, 3598, 4.70, , LCF, ,
True, 0356978132, 2020-07-28 16:45:52, , 14;15;16;17;18;19;20;21;22;24;25;26, 273.781630, 56.878274, 9.90, 85.544787, 27.298057, 9.75056, -39.9049, 1658.719716, 0.003072, 60.1840812, 0.0008540, 0.045, 6499, 4.35, , LCF, ,
True, 0357040925, 2020-07-28 16:42:47, , 11;12, 179.906465, -78.221887, 4.91, 300.208773, -15.624977, -39.4, 0.2, 1597.244360, 0.000202, 0.5140399, 0.0000056, 0.812, 10617, , , LCF, ,
True, 0357111084, 2020-07-28 16:48:55, , 20, 107.286336, 57.692340, 12.57, 158.933239, 24.967760, -56.0147, -132.537, 1842.771544, 0.000786, 0.2528995, 0.0000041, 0.714, 3318, 4.82, , LCF, ,
True, 0357133493, 2020-07-28 16:49:08, , 21, 145.042375, 50.439690, 11.89, 166.790381, 47.068219, 20.7499, -70.0393, 1874.349664, 0.001019, 4.3438508, 0.0010952, 0.196, 5208, 4.30, -0.54, LCF, ,
True, 0357345626, 2020-07-28 16:50:34, , 23, 195.387574, 28.631716, 9.09, 67.450495, 87.306787, -59.4674, -2.20307, 1933.317338, 0.000131, 3.6436594, 0.0000514, 0.601, 4960, , , LCF, ,
True, 0357358259, 2020-07-28 16:50:31, , 23, 209.039658, 25.918710, 6.40, 31.820077, 75.482410, -97.004, -6.16446, 1932.313084, 0.003195, 2.4961588, 0.0001007, 0.523, 6775, 3.62, , LCF, A,
True, 0357372327, 2020-07-28 16:46:14, , 16;22;23, 218.127245, 50.827968, 9.04, 90.813302, 59.528163, -32.6982, -38.7701, 1739.003547, 0.000093, 0.4205147, 0.0000002, 0.778, 6320, 4.16, , LCF, ,
True, 0357398957, 2020-07-28 16:50:27, , 23, 219.581260, 36.540499, 10.60, 62.223102, 65.528909, 35.2009, -3.06353, 1931.004966, 0.000007, 0.4777678, 0.0000018, 0.606, 5265, 4.58, , LCF, ,
True, 0357398958, 2020-07-28 16:50:41, , 23, 219.586230, 36.540355, 9.99, 62.220277, 65.525089, 35.6661, -2.60915, 1931.004980, 0.000005, 0.4777631, 0.0000037, 0.607, 5109, 4.26, , LCF, ,
