,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err,rscl_flux,rscl_err
49,55373.47228974,0.32930506,0.893226,0.002701,1.593873,0.007808,0.99531,0.00301,0.993674,0.003969,
50,55373.49272404,0.33546783,0.894652,0.002701,1.597476,0.007808,0.99708,0.00301,0.996009,0.003969,
51,55373.51315824,0.34163056,0.896741,0.0027,1.603017,0.007807,0.999607,0.00301,0.999341,0.003969,
52,55373.53359234,0.34779327,0.895171,0.0027,1.598082,0.007807,0.998066,0.00301,0.997309,0.003969,
53,55373.55402664,0.35395604,0.895233,0.0027,1.598041,0.007806,0.998354,0.003011,0.997689,0.003971,
54,55373.57446083,0.36011877,0.899255,0.0027,1.609611,0.007805,1.003067,0.003012,1.003904,0.003972,
55,55373.59489503,0.36628151,0.901828,0.0027,1.617087,0.007805,1.006171,0.003012,1.007997,0.003972,
56,55373.61532923,0.37244424,0.894272,0.0027,1.595288,0.007806,0.997977,0.003013,0.997191,0.003973,
57,55373.63576342,0.37860698,0.896896,0.0027,1.603009,0.007806,1.001144,0.003014,1.001368,0.003975,
58,55373.65619762,0.38476971,0.894257,0.002699,1.595496,0.007804,0.998433,0.003013,0.997793,0.003973,
59,55373.67663182,0.39093245,0.896393,0.002699,1.601778,0.007804,1.001052,0.003014,1.001246,0.003975,
60,55373.69706601,0.39709518,0.894976,0.002699,1.597678,0.007804,0.999699,0.003015,0.999462,0.003976,
61,55373.71750021,0.40325792,0.897356,0.002699,1.604446,0.007803,1.002579,0.003015,1.00326,0.003976,
62,55373.7379345,0.40942068,0.894136,0.002699,1.59488,0.007803,0.999194,0.003016,0.998796,0.003977,
63,55373.7583686,0.41558339,0.897208,0.002699,1.603492,0.007803,1.00283,0.003017,1.003591,0.003979,
64,55373.77880289,0.42174615,0.899409,0.002699,1.609631,0.007803,1.005479,0.003017,1.007084,0.003979,
65,55373.79923709,0.42790889,0.896075,0.002698,1.599858,0.007802,1.001926,0.003017,1.002399,0.003979,
66,55373.81967118,0.43407159,0.89104,0.002698,1.585277,0.007802,0.996454,0.003017,0.995183,0.003979,
67,55373.84010548,0.44023436,0.899387,0.002698,1.609517,0.007801,1.00593,0.003018,1.007679,0.00398,
68,55373.86053967,0.44639709,0.894747,0.002698,1.596121,0.007801,1.000862,0.003018,1.000996,0.00398,
69,55373.88097376,0.45255979,0.909094,0.002698,1.637635,0.0078,1.017011,0.003018,1.022292,0.00398,
70,55373.90140806,0.45872256,0.895536,0.002698,1.598223,0.007799,1.001923,0.003019,1.002395,0.003981,
71,55373.92184225,0.46488529,0.893367,0.002698,1.591714,0.007799,0.999552,0.003019,0.999268,0.003981,
72,55373.94227634,0.471048,0.899587,0.002698,1.60945,0.007798,1.006545,0.003019,1.00849,0.003981,
73,55373.96271063,0.47721076,0.893932,0.002698,1.592762,0.007799,1.000224,0.003019,1.000155,0.003981,
74,55373.98314483,0.4833735,0.894356,0.002698,1.593675,0.007799,1.000681,0.003019,1.000757,0.003981,
75,55374.00357892,0.4895362,0.892643,0.002698,1.588406,0.007799,0.998722,0.003019,0.998174,0.003981,
76,55374.02401321,0.49569897,0.897,0.002698,1.600741,0.007799,1.003525,0.003018,1.004508,0.00398,
77,55374.0444474,-0.4981383,0.891744,0.002698,1.585274,0.007799,0.997549,0.003018,0.996627,0.00398,
78,55374.06488169,-0.49197554,0.88589,0.002698,1.568115,0.007799,0.990879,0.003018,0.987831,0.00398,
79,55374.08531578,-0.48581283,0.888309,0.002698,1.574948,0.007799,0.993435,0.003017,0.991202,0.003979,
80,55374.12618416,-0.47348737,0.897175,0.002698,1.600267,0.007799,1.00297,0.003016,1.003776,0.003977,
81,55374.14661835,-0.46732463,0.897153,0.002698,1.599992,0.007799,1.002714,0.003015,1.003438,0.003976,
82,55374.16705254,-0.4611619,0.897578,0.002698,1.601001,0.007799,1.002932,0.003015,1.003726,0.003976,
83,55374.18748673,-0.45499917,0.896785,0.002698,1.598483,0.0078,1.001764,0.003014,1.002185,0.003975,
84,55374.20792092,-0.44883643,0.892398,0.002698,1.585573,0.007799,0.996559,0.003013,0.995321,0.003973,
85,55374.22835511,-0.4426737,0.896175,0.002698,1.596325,0.007798,1.000446,0.003012,1.000447,0.003972,
86,55374.2487893,-0.43651097,0.894821,0.002698,1.592229,0.007799,0.998582,0.003011,0.997989,0.003971,
87,55374.26922349,-0.43034823,0.900986,0.002698,1.609922,0.0078,1.005083,0.00301,1.006562,0.003969,
88,55374.28965767,-0.4241855,0.893591,0.002698,1.588367,0.007799,0.996436,0.003009,0.995159,0.003968,
89,55374.31009196,-0.41802274,0.893128,0.002698,1.586943,0.0078,0.995504,0.003007,0.99393,0.003965,
90,55374.33052605,-0.41186004,0.889044,0.002698,1.575101,0.0078,0.990516,0.003006,0.987352,0.003964,
91,55374.35096034,-0.40569727,0.891186,0.002698,1.581356,0.0078,0.99245,0.003005,0.989903,0.003963,
92,55374.37139452,-0.39953454,0.894319,0.002698,1.590508,0.007801,0.995467,0.003003,0.993881,0.00396,
93,55374.39182861,-0.39337184,0.896926,0.002698,1.598098,0.0078,0.99788,0.003002,0.997063,0.003959,
94,55374.4122629,-0.38720908,0.894501,0.002698,1.591007,0.0078,0.99468,0.003,0.992844,0.003956,
95,55374.43269708,-0.38104635,0.893377,0.002698,1.587546,0.007801,0.992915,0.002999,0.990516,0.003955,
96,55374.45313117,-0.37488364,0.898521,0.002698,1.602107,0.007802,0.998103,0.002997,0.997358,0.003952,
97,55374.47356545,-0.36872088,0.897103,0.002698,1.597596,0.007802,0.995988,0.002995,0.994568,0.00395,
98,55374.49399964,-0.36255815,0.895513,0.002698,1.5926,0.007802,0.993676,0.002994,0.99152,0.003948,
99,55374.51443372,-0.35639545,0.896576,0.002698,1.595367,0.007803,0.994299,0.002992,0.992341,0.003946,
100,55374.53486801,-0.35023268,0.90094,0.002699,1.607792,0.007804,0.998575,0.002991,0.99798,0.003944,
101,55374.55530219,-0.34406995,0.920779,0.002699,1.665107,0.007804,1.01998,0.00299,1.026207,0.003943,
102,55374.57573638,-0.33790722,0.904871,0.002699,1.618913,0.007804,1.001783,0.002988,1.00221,0.00394,
103,55374.59617056,-0.33174449,0.909135,0.002699,1.631134,0.007805,1.005923,0.002986,1.00767,0.003938,
104,55374.61660474,-0.32558176,0.909165,0.002699,1.631075,0.007805,1.005374,0.002985,1.006946,0.003936,
105,55374.63703893,-0.31941903,0.905596,0.002699,1.620587,0.007806,1.00085,0.002983,1.00098,0.003934,
106,55374.65747311,-0.3132563,0.901651,0.002699,1.609029,0.007807,0.995916,0.002981,0.994474,0.003931,
107,55374.67790729,-0.30709357,0.910892,0.0027,1.635688,0.007807,1.005546,0.002981,1.007173,0.003931,
108,55374.69834157,-0.3009308,0.906866,0.0027,1.623937,0.007807,1.000532,0.002979,1.000561,0.003928,
109,55374.71877566,-0.2947681,0.90372,0.0027,1.614726,0.007808,0.996499,0.002977,0.995242,0.003926,
110,55374.73920984,-0.28860537,0.90596,0.0027,1.621085,0.007808,0.998413,0.002976,0.997766,0.003925,
111,55374.75964412,-0.28244261,0.90806,0.0027,1.627001,0.007808,1.000177,0.002974,1.000093,0.003922,
112,55374.7800783,-0.27627988,0.903383,0.0027,1.61327,0.00781,0.994489,0.002972,0.992592,0.003919,
113,55374.80051238,-0.27011718,0.907599,0.002701,1.625306,0.00781,0.9986,0.002972,0.998013,0.003919,
114,55374.82094666,-0.26395442,0.910396,0.002701,1.633263,0.007811,1.001158,0.00297,1.001386,0.003917,
115,55374.84138074,-0.25779172,0.912181,0.002701,1.638333,0.007811,1.002612,0.002969,1.003304,0.003915,
116,55374.86181492,-0.25162899,0.909813,0.002701,1.631387,0.007812,0.999515,0.002967,0.99922,0.003913,
117,55374.8822492,-0.24546623,0.907173,0.002701,1.623617,0.007813,0.996135,0.002966,0.994762,0.003911,
118,55374.90268328,-0.23930353,0.908947,0.002701,1.628553,0.007812,0.997619,0.002964,0.996719,0.003909,
119,55374.92311746,-0.2331408,0.912101,0.002702,1.637384,0.007814,1.000631,0.002964,1.000691,0.003909,
120,55374.94355174,-0.22697804,0.914104,0.002702,1.642818,0.007813,1.002394,0.002963,1.003016,0.003907,
121,55374.96398582,-0.22081534,0.909046,0.002702,1.627807,0.007814,0.996432,0.002962,0.995154,0.003906,
122,55374.9844201,-0.21465258,0.915487,0.002702,1.646174,0.007814,1.003092,0.002961,1.003937,0.003905,
123,55375.00485428,-0.20848985,0.911709,0.002702,1.635065,0.007815,0.998572,0.002959,0.997976,0.003902,
124,55375.02528836,-0.20232714,0.912894,0.002702,1.638416,0.007814,0.999509,0.002958,0.999212,0.003901,
125,55375.04572263,-0.19616439,0.910364,0.002702,1.631027,0.007815,0.996398,0.002957,0.995109,0.003899,
126,55375.06615681,-0.19000166,0.913779,0.002702,1.640783,0.007816,0.999812,0.002956,0.999611,0.003898,
127,55375.08659089,-0.18383896,0.909642,0.002703,1.628551,0.007815,0.994985,0.002957,0.993246,0.003899,
128,55375.10702516,-0.1776762,0.91675,0.002703,1.648798,0.007816,1.002476,0.002956,1.003124,0.003898,
129,55375.12745934,-0.17151347,0.917065,0.002703,1.649375,0.007817,1.002559,0.002955,1.003234,0.003897,
130,55375.14789352,-0.16535074,0.914323,0.002703,1.641197,0.007817,0.99932,0.002954,0.998962,0.003896,
131,55375.16832769,-0.15918801,0.915838,0.002703,1.645504,0.007817,1.000756,0.002954,1.000856,0.003896,
132,55375.18876187,-0.15302528,0.917188,0.002703,1.649463,0.007818,1.002033,0.002953,1.00254,0.003894,
133,55375.20919604,-0.14686255,0.920277,0.002703,1.658514,0.007818,1.005229,0.002953,1.006755,0.003894,
134,55375.22963032,-0.14069979,0.918604,0.002704,1.65373,0.007819,1.003244,0.002953,1.004137,0.003894,
135,55375.2500644,-0.13453709,0.9249,0.002704,1.671927,0.007819,1.009984,0.002953,1.013025,0.003894,
136,55375.27049867,-0.12837433,0.919899,0.002704,1.6573,0.007819,1.004409,0.002952,1.005673,0.003893,
137,55375.29093284,-0.12221161,0.920639,0.002704,1.659222,0.007821,1.005123,0.002952,1.006615,0.003893,
138,55375.31136692,-0.11604891,0.916614,0.002704,1.647305,0.007821,1.000657,0.002952,1.000726,0.003893,
139,55375.33180119,-0.10988615,0.915186,0.002704,1.642885,0.007821,0.999047,0.002952,0.998602,0.003893,
140,55375.35223537,-0.10372342,0.921978,0.002704,1.662262,0.007821,1.00643,0.002952,1.008339,0.003893,
141,55375.37266944,-0.09756072,0.917203,0.002704,1.648155,0.007822,1.001207,0.002952,1.001451,0.003893,
142,55375.39310371,-0.09139796,0.919608,0.002705,1.654911,0.007822,1.003842,0.002953,1.004926,0.003894,
143,55375.41353788,-0.08523524,0.921925,0.002704,1.661524,0.007821,1.006399,0.002952,1.008298,0.003893,
144,55375.43397196,-0.07907254,0.920675,0.002704,1.657931,0.007821,1.005083,0.002952,1.006562,0.003893,
145,55375.45440623,-0.07290978,0.915603,0.002704,1.643326,0.00782,0.999613,0.002952,0.999349,0.003893,
146,55375.4748404,-0.06674705,0.921077,0.002704,1.659211,0.00782,1.005674,0.002952,1.007342,0.003893,
147,55375.49527447,-0.06058435,0.924159,0.002704,1.668009,0.007818,1.009143,0.002953,1.011916,0.003894,
148,55375.51570874,-0.0544216,0.912783,0.002703,1.634731,0.007819,0.996839,0.002952,0.995691,0.003893,
149,55375.53614282,-0.0482589,0.91785,0.002703,1.64895,0.007818,1.002509,0.002952,1.003168,0.003893,
150,55375.55657709,-0.04209614,0.91943,0.002703,1.653072,0.007818,1.004388,0.002953,1.005646,0.003894,
151,55375.57701126,-0.03593341,0.915096,0.002703,1.6402,0.007817,0.999822,0.002953,0.999624,0.003894,
152,55375.59744533,-0.02977071,0.915224,0.002703,1.640449,0.007816,1.000145,0.002954,1.00005,0.003896,
153,55375.6178796,-0.02360796,0.937712,0.002702,1.705612,0.007816,1.024923,0.002953,1.032726,0.003894,
154,55375.63831377,-0.01744523,0.894152,0.002702,1.579522,0.007815,0.97752,0.002954,0.970214,0.003896,
155,55375.65874794,-0.0112825,0.87358,0.002702,1.519931,0.007815,0.955244,0.002955,0.940838,0.003897,
156,55375.6791821,-0.00511978,0.859481,0.002702,1.478935,0.007815,0.94005,0.002955,0.920802,0.003897,
157,55375.69961627,0.00104295,0.862677,0.002702,1.487881,0.007814,0.943781,0.002956,0.925722,0.003898,
158,55375.72005044,0.00720568,0.866345,0.002702,1.498105,0.007814,0.948041,0.002957,0.93134,0.003899,
159,55375.74048461,0.0133684,0.876832,0.002701,1.528069,0.007813,0.959778,0.002957,0.946817,0.003899,
160,55375.76091878,0.01953113,0.899516,0.002701,1.593411,0.007812,0.984885,0.002957,0.979927,0.003899,
161,55375.78135295,0.02569386,0.912213,0.002701,1.629898,0.007812,0.999077,0.002958,0.998642,0.003901,
162,55375.80178721,0.03185661,0.912348,0.002701,1.630077,0.007811,0.999524,0.002959,0.999231,0.003902,
163,55375.82222128,0.03801931,0.910735,0.002701,1.625266,0.00781,0.998065,0.00296,0.997307,0.003903,
164,55375.84265545,0.04418204,0.911427,0.0027,1.627191,0.007811,0.999137,0.00296,0.998721,0.003903,
165,55375.86308971,0.05034479,0.908639,0.0027,1.619089,0.00781,0.996401,0.002961,0.995113,0.003905,
166,55375.88352378,0.05650749,0.904218,0.0027,1.606272,0.007809,0.991876,0.002962,0.989146,0.003906,
167,55375.90395805,0.06267025,0.902279,0.0027,1.600612,0.00781,0.990078,0.002963,0.986775,0.003907,
168,55375.92439221,0.06883297,0.906753,0.0027,1.613447,0.00781,0.995323,0.002964,0.993692,0.003909,
169,55375.94482628,0.07499567,0.909052,0.0027,1.619874,0.00781,0.998185,0.002965,0.997466,0.00391,
170,55375.96526054,0.08115842,0.906421,0.0027,1.611939,0.00781,0.995638,0.002966,0.994107,0.003911,
171,55375.98569471,0.08732115,0.905512,0.0027,1.608971,0.00781,0.994983,0.002967,0.993243,0.003913,
172,55376.00612877,0.09348385,0.906721,0.0027,1.612186,0.00781,0.996659,0.002968,0.995453,0.003914,
173,55376.02656304,0.0996466,0.908264,0.0027,1.616475,0.00781,0.998702,0.002969,0.998147,0.003915,
174,55376.0469972,0.10580933,0.902046,0.0027,1.598383,0.00781,0.992211,0.00297,0.989588,0.003917,
175,55376.06743136,0.11197205,0.902432,0.0027,1.599462,0.00781,0.992982,0.002971,0.990604,0.003918,
176,55376.08786553,0.11813478,0.90626,0.0027,1.610472,0.00781,0.99754,0.002972,0.996615,0.003919,
177,55376.10829969,0.1242975,0.901858,0.0027,1.597545,0.00781,0.993039,0.002973,0.99068,0.003921,
178,55376.12873385,0.13046023,0.903687,0.0027,1.602559,0.007811,0.995395,0.002974,0.993786,0.003922,
179,55376.14916802,0.13662296,0.905245,0.0027,1.60674,0.00781,0.997453,0.002975,0.9965,0.003923,
180,55376.16960218,0.14278568,0.903012,0.0027,1.59998,0.00781,0.995328,0.002976,0.993698,0.003925,
181,55376.19003634,0.1489484,0.905736,0.0027,1.607692,0.00781,0.998665,0.002977,0.998099,0.003926,
182,55376.2104705,0.15511113,0.899229,0.0027,1.588807,0.007811,0.991817,0.002978,0.989068,0.003927,
183,55376.23090467,0.16127386,0.899893,0.0027,1.590793,0.00781,0.992873,0.002979,0.990461,0.003928,
184,55376.25133883,0.16743658,0.901316,0.0027,1.594997,0.00781,0.994761,0.00298,0.99295,0.00393,
185,55376.27177299,0.17359931,0.900872,0.0027,1.593733,0.00781,0.994583,0.002981,0.992716,0.003931,
186,55376.29220715,0.17976203,0.90416,0.0027,1.603166,0.00781,0.998519,0.002982,0.997906,0.003932,
187,55376.31264141,0.18592478,0.908727,0.0027,1.616188,0.007811,1.003864,0.002983,1.004955,0.003934,
188,55376.33307547,0.19208748,0.898391,0.0027,1.58597,0.00781,0.992737,0.002984,0.990281,0.003935,
189,55376.35350963,0.1982502,0.913805,0.0027,1.630304,0.00781,1.010057,0.002984,1.013122,0.003935,
190,55376.37394389,0.20441296,0.905663,0.0027,1.606434,0.007811,1.001334,0.002985,1.001618,0.003936,
191,55376.39437795,0.21057565,0.90772,0.0027,1.612149,0.007811,1.003877,0.002986,1.004972,0.003938,
192,55376.41481211,0.21673838,0.908281,0.0027,1.613585,0.007811,1.004758,0.002987,1.006134,0.003939,
193,55376.43524637,0.22290113,0.903953,0.0027,1.600894,0.007811,1.00022,0.002988,1.000149,0.00394,
194,55376.45568042,0.22906382,0.901182,0.0027,1.592716,0.007811,0.997391,0.002988,0.996419,0.00394,
195,55376.47611468,0.23522658,0.90193,0.0027,1.594693,0.007812,0.998448,0.002989,0.997813,0.003942,
196,55376.49654884,0.2413893,0.904195,0.0027,1.601006,0.007811,1.001174,0.00299,1.001407,0.003943,
197,55376.5169829,0.24755199,0.904444,0.0027,1.601437,0.007812,1.001658,0.00299,1.002046,0.003943,
198,55376.53741715,0.25371475,0.906725,0.0027,1.607736,0.007812,1.00438,0.002991,1.005635,0.003944,
199,55376.55785131,0.25987747,0.908534,0.002701,1.612704,0.007812,1.006571,0.002992,1.008525,0.003946,
200,55376.57828537,0.26604016,0.901126,0.002701,1.591043,0.007813,0.998535,0.002993,0.997927,0.003947,
201,55376.59871962,0.27220292,0.903345,0.002701,1.597327,0.007813,1.001156,0.002993,1.001384,0.003947,
202,55376.61915378,0.27836564,0.904561,0.002701,1.600752,0.007813,1.002653,0.002994,1.003358,0.003948,
203,55376.63958794,0.28452837,0.909201,0.002701,1.614112,0.007813,1.007934,0.002994,1.010322,0.003948,
204,55376.66002209,0.29069109,0.903534,0.002701,1.597618,0.007813,1.001775,0.002995,1.0022,0.00395,
205,55376.68045625,0.29685381,0.909778,0.002701,1.615627,0.007813,1.008811,0.002995,1.011478,0.00395,
206,55376.7008904,0.30301653,0.90904,0.002701,1.613429,0.007813,1.008091,0.002995,1.010529,0.00395,
207,55376.72132456,0.30917926,0.908627,0.002701,1.612189,0.007813,1.007718,0.002996,1.010037,0.003951,
208,55376.74175871,0.31534198,0.906911,0.002701,1.607174,0.007813,1.005888,0.002996,1.007624,0.003951,
209,55376.76219287,0.3215047,0.910013,0.002701,1.616077,0.007814,1.009387,0.002996,1.012238,0.003951,
210,55376.78262702,0.32766742,0.909442,0.002701,1.614274,0.007813,1.008799,0.002996,1.011463,0.003951,
211,55376.80306117,0.33383015,0.907726,0.002701,1.60906,0.007814,1.006928,0.002996,1.008995,0.003951,
212,55376.82349543,0.3399929,0.902638,0.002701,1.593976,0.007814,1.001301,0.002996,1.001575,0.003951,
213,55376.84392958,0.34615562,0.910023,0.002701,1.614939,0.007814,1.009497,0.002996,1.012383,0.003951,
214,55376.86436363,0.35231831,0.909635,0.002701,1.613349,0.007814,1.009057,0.002996,1.011803,0.003951,
215,55376.88479789,0.35848107,0.902573,0.002701,1.59247,0.007814,1.001201,0.002996,1.001443,0.003951,
216,55376.90523194,0.36464376,0.903459,0.002701,1.594727,0.007814,1.002147,0.002996,1.00269,0.003951,
217,55376.92566609,0.37080648,0.908628,0.002701,1.609557,0.007814,1.00783,0.002996,1.010185,0.003951,
218,55376.94610034,0.37696923,0.899664,0.002701,1.583624,0.007814,0.997824,0.002996,0.99699,0.003951,
219,55376.96653439,0.38313192,0.904793,0.002701,1.598597,0.007813,1.003435,0.002995,1.004389,0.00395,
220,55376.98696854,0.38929464,0.908343,0.002701,1.608963,0.007813,1.007281,0.002995,1.009461,0.00395,
221,55377.0074028,0.3954574,0.906544,0.002701,1.603693,0.007814,1.005182,0.002995,1.006693,0.00395,
222,55377.02783685,0.40162009,0.909132,0.002701,1.610946,0.007813,1.007934,0.002995,1.010322,0.00395,
223,55377.048271,0.40778281,0.900916,0.002701,1.586781,0.007813,0.998694,0.002994,0.998137,0.003948,
224,55377.06870525,0.41394556,0.903777,0.002701,1.594684,0.007813,1.001722,0.002994,1.00213,0.003948,
225,55377.10957355,0.426271,0.906068,0.0027,1.60086,0.007813,1.003935,0.002992,1.005048,0.003946,
226,55377.13000769,0.43243372,0.901969,0.0027,1.588903,0.007813,0.999213,0.002991,0.998821,0.003944,
227,55377.15044184,0.43859644,0.90814,0.0027,1.606673,0.007812,1.005854,0.002991,1.007579,0.003944,
228,55377.17087599,0.44475917,0.901305,0.0027,1.586675,0.007812,0.99808,0.00299,0.997327,0.003943,
229,55377.19131014,0.45092189,0.902792,0.0027,1.590671,0.007813,0.999509,0.002989,0.999212,0.003942,
230,55377.21174429,0.45708461,0.905065,0.0027,1.59688,0.007812,1.001796,0.002989,1.002228,0.003942,
231,55377.23217844,0.46324733,0.904021,0.0027,1.593505,0.007812,1.0004,0.002988,1.000387,0.00394,
232,55377.25261258,0.46941005,0.901025,0.0027,1.584569,0.007812,0.996835,0.002987,0.995685,0.003939,
233,55377.27304673,0.47557277,0.900607,0.0027,1.583199,0.007811,0.996112,0.002986,0.994732,0.003938,
234,55377.29348098,0.48173552,0.902603,0.0027,1.588887,0.007811,0.998047,0.002986,0.997284,0.003938,
235,55377.31391502,0.48789821,0.900651,0.0027,1.583145,0.007811,0.995606,0.002985,0.994065,0.003936,
236,55377.33434917,0.49406093,0.898284,0.0027,1.576172,0.007811,0.9927,0.002984,0.990232,0.003935,
237,55377.35478342,-0.49977632,0.903518,0.0027,1.591185,0.007811,0.998183,0.002983,0.997463,0.003934,
238,55377.37521746,-0.49361363,0.898184,0.0027,1.575587,0.007811,0.99198,0.002982,0.989283,0.003932,
239,55377.39565171,-0.48745088,0.899183,0.0027,1.57835,0.007812,0.992766,0.002981,0.99032,0.003931,
240,55377.41608585,-0.48128816,0.901235,0.0027,1.584187,0.007811,0.994704,0.00298,0.992875,0.00393,
241,55377.4365199,-0.47512547,0.902756,0.0027,1.588473,0.007812,0.996048,0.002979,0.994648,0.003928,
242,55377.45695414,-0.46896272,0.905811,0.0027,1.597152,0.007812,0.999074,0.002978,0.998638,0.003927,
243,55377.47738829,-0.4628,0.905275,0.0027,1.59537,0.007813,0.99813,0.002977,0.997393,0.003926,
244,55377.49782233,-0.45663731,0.900808,0.0027,1.582177,0.007813,0.992848,0.002976,0.990428,0.003925,
245,55377.51825657,-0.45047456,0.90145,0.0027,1.583822,0.007813,0.993192,0.002975,0.990881,0.003923,
